Data1,Data2
0.0,0.1959211944247643
0.0009765625,4.39445287670991
0.001953125,8.455027160874778
0.0029296875,12.243102819972332
0.00390625,15.6309509290584
0.0048828125,18.501003942344237
0.005859375,20.749117552643607
0.0068359375,22.287687399880706
0.0078125,23.048542469621218
0.0087890625,22.985516928979155
0.009765625,22.07658496550256
0.0107421875,20.325431678373832
0.01171875,17.762329657332383
0.0126953125,14.444197499415324
0.013671875,10.453734342713677
0.0146484375,5.89755386210608
0.015625,0.9032814273092271
0.0166015625,-4.38437234277927
0.017578125,-9.808492104245218
0.0185546875,-15.20566311170356
0.01953125,-20.41231271423012
0.0205078125,-25.271444635873518
0.021484375,-29.63947669549556
0.0224609375,-33.39285941314275
0.0234375,-36.434135844810726
0.0244140625,-38.69710451564362
0.025390625,-40.150768913219856
0.0263671875,-40.80179886597918
0.02734375,-40.69529015387082
0.0283203125,-39.9136864372022
0.029296875,-38.573818395962974
0.0302734375,-36.82211413032359
0.03125,-34.82813689718743
0.0322265625,-32.77670517983218
0.033203125,-30.85893982810452
0.0341796875,-29.2626577799791
0.03515625,-28.162586520602193
0.0361328125,-27.710903821067397
0.037109375,-28.02861058961326
0.0380859375,-29.19821953834601
0.0390625,-31.258189180927676
0.0400390625,-34.199453469871216
0.041015625,-37.96429582670123
0.0419921875,-42.44769753072641
0.04296875,-47.50116071431247
0.0439453125,-52.93887268572472
0.044921875,-58.54594851177304
0.0458984375,-64.08837025758602
0.046875,-69.32414104267757
0.0478515625,-74.01509625171812
0.048828125,-77.93876766506908
0.0498046875,-80.89968216712035
0.05078125,-82.73949643309
0.0517578125,-83.34542203424958
0.052734375,-82.65647923471187
0.0537109375,-80.66722807450826
0.0546875,-77.42875624216505
0.0556640625,-73.04684757725839
0.056640625,-67.67740482227912
0.0576171875,-61.51934708072253
0.05859375,-54.80533806934941
0.0595703125,-47.790818007266886
0.060546875,-40.741903252239645
0.0615234375,-33.92277839056609
0.0625,-27.583232005464133
0.0634765625,-21.946978304157
0.064453125,-17.201362763076293
0.0654296875,-13.488973517472244
0.06640625,-10.901575803088873
0.0673828125,-9.476660343101496
0.068359375,-9.19675538691174
0.0693359375,-9.991504151214619
0.0703125,-11.742362987900828
0.0712890625,-14.289638853952301
0.072265625,-17.44146504707884
0.0732421875,-20.984218086189358
0.07421875,-24.69381099162287
0.0751953125,-28.34726227521196
0.076171875,-31.733937020525413
0.0771484375,-34.66588593853296
0.078125,-36.98676778996904
0.0791015625,-38.57892598261352
0.080078125,-39.368296001361735
0.0810546875,-39.32694012950785
0.08203125,-38.473132587151476
0.0830078125,-36.869044503436115
0.083984375,-34.61619711731229
0.0849609375,-31.848957013612452
0.0859375,-28.72643388157718
0.0869140625,-25.42320537223927
0.087890625,-22.119332832358843
0.0888671875,-18.99014528348637
0.08984375,-16.196257869761823
0.0908203125,-13.874257425573974
0.091796875,-12.128435362714509
0.0927734375,-11.02388120569664
0.09375,-10.581173864508793
0.0947265625,-10.772827376999276
0.095703125,-11.52156844172274
0.0966796875,-12.700449153038454
0.09765625,-14.134733663988426
0.0986328125,-15.605444701257172
0.099609375,-16.854416424869655
0.1005859375,-17.590674296619024
0.1015625,-17.497949448295174
0.1025390625,-16.243132535729572
0.103515625,-13.485477430859019
0.1044921875,-8.886375019291206
0.10546875,-2.1195283193933085
0.1064453125,7.11863123486502
0.107421875,19.098443077771204
0.1083984375,34.04659295053138
0.109375,52.135937303176
0.1103515625,73.47576996021924
0.111328125,98.10275179116289
0.1123046875,125.97275603631721
0.11328125,156.9539147896254
0.1142578125,190.8211816392235
0.115234375,227.252746851565
0.1162109375,265.828649920344
0.1171875,306.03192528506435
0.1181640625,347.2525868033286
0.119140625,388.79470252849154
0.1201171875,429.88673233473145
0.12109375,469.6951975240108
0.1220703125,507.34162612914423
0.123046875,541.9225744533389
0.1240234375,572.5323704669289
0.125,598.2880654874069
0.1259765625,618.3559257288049
0.126953125,631.9786540945681
0.1279296875,638.5024143909792
0.12890625,637.4026438989949
0.1298828125,628.3075938199196
0.130859375,611.0185367607144
0.1318359375,585.5256302800834
0.1328125,552.0185272041707
0.1337890625,510.89097579740707
0.134765625,462.7388519287153
0.1357421875,408.3513042681665
0.13671875,348.6949628785085
0.1376953125,284.8914497243903
0.138671875,218.18872335267434
0.1396484375,149.9270750672718
0.140625,81.50085583179346
0.1416015625,14.317237944096115
0.142578125,-50.24650940093019
0.1435546875,-110.88563675690179
0.14453125,-166.4087827446333
0.1455078125,-215.7754796519683
0.146484375,-258.1287819073063
0.1474609375,-292.82167416944907
0.1484375,-319.4361517205844
0.1494140625,-337.7941567843483
0.150390625,-347.95988749036724
0.1513671875,-350.23335627658423
0.15234375,-345.1354447110343
0.1533203125,-333.38506442256505
0.154296875,-315.86937157981566
0.1552734375,-293.6082787335839
0.15625,-267.7147483550962
0.1572265625,-239.35252527383943
0.158203125,-209.69306200984022
0.1591796875,-179.87340704882016
0.16015625,-150.9567608448645
0.1611328125,-123.89726125751882
0.162109375,-99.51034664637822
0.1630859375,-78.44977190264407
0.1640625,-61.19203415161123
0.1650390625,-48.02861678447273
0.166015625,-39.06610026794823
0.1669921875,-34.23383365757637
0.16796875,-33.29852919212252
0.1689453125,-35.88484963546531
0.169921875,-41.50081776856381
0.1708984375,-49.56670029335744
0.171875,-59.4459116137049
0.1728515625,-70.47644993490057
0.173828125,-82.00141843019543
0.1748046875,-93.39729358742913
0.17578125,-104.09877354716325
0.1767578125,-113.61926052468759
0.177734375,-121.56629019629696
0.1787109375,-127.65150255055235
0.1796875,-131.69503774455976
0.1806640625,-133.6245216539364
0.181640625,-133.46906470664462
0.1826171875,-131.34892158201018
0.18359375,-127.46163811904941
0.1845703125,-122.06563785547755
0.185546875,-115.46226968887667
0.1865234375,-107.97734922039194
0.1875,-99.94318163567449
0.1884765625,-91.68195873300749
0.189453125,-83.49128476127595
0.1904296875,-75.63241495782667
0.19140625,-68.32159838527213
0.1923828125,-61.72471485867778
0.193359375,-55.955196435396466
0.1943359375,-51.0750383909087
0.1953125,-47.09854278522326
0.1962890625,-43.998307717021646
0.197265625,-41.71288298892183
0.1982421875,-40.15546146381641
0.19921875,-39.22296557823032
0.2001953125,-38.80491843615162
0.201171875,-38.791554481912634
0.2021484375,-39.08071979635922
0.203125,-39.58322894742663
0.2041015625,-40.226475427856265
0.205078125,-40.95622703091348
0.2060546875,-41.73666720500083
0.20703125,-42.54886039040659
0.2080078125,-43.387916670563015
0.208984375,-44.25920345840026
0.2099609375,-45.17399593307978
0.2109375,-46.144972109929014
0.2119140625,-47.18194334463451
0.212890625,-48.2881692162495
0.2138671875,-49.45754126389375
0.21484375,-50.67283842921756
0.2158203125,-51.90516469004193
0.216796875,-53.114583122279
0.2177734375,-54.2518673558399
0.21875,-55.261207494482676
0.2197265625,-56.083638582018196
0.220703125,-56.66090993863951
0.2216796875,-56.93948601321343
0.22265625,-56.874365066250824
0.2236328125,-56.43242060863791
0.224609375,-55.59501012881685
0.2255859375,-54.35965289175071
0.2265625,-52.74064901137717
0.2275390625,-50.76859031532121
0.228515625,-48.488794058901796
0.2294921875,-45.95876758868039
0.23046875,-43.2448802781677
0.2314453125,-40.41847384347175
0.232421875,-37.5516799011218
0.2333984375,-34.71323200913953
0.234375,-31.964557463497094
0.2353515625,-29.35641225703369
0.236328125,-26.92628264772768
0.2373046875,-24.696721757217983
0.23828125,-22.67472352581428
0.2392578125,-20.852163896771305
0.240234375,-19.207265353318213
0.2412109375,-17.706970975035006
0.2421875,-16.31005277090312
0.2431640625,-14.970730290267277
0.244140625,-13.642542606744568
0.2451171875,-12.282201784236483
0.24609375,-10.85315969396713
0.2470703125,-9.328642104505471
0.248046875,-7.693942616723055
0.2490234375,-5.947821454686122
0.25,-4.102916654867881
0.2509765625,-2.185143461516531
0.251953125,-0.2321270455240587
0.2529296875,1.7092206953174482
0.25390625,3.585811942705709
0.2548828125,5.341967415415049
0.255859375,6.923229771754687
0.2568359375,8.280147334675334
0.2578125,9.371773228166406
0.2587890625,10.168645931194332
0.259765625,10.655053815736222
0.2607421875,10.830435814550487
0.26171875,10.7098294915653
0.2626953125,10.323342367134718
0.263671875,9.714687955955124
0.2646484375,8.938890144169724
0.265625,8.059314068993762
0.2666015625,7.1442249252025
0.267578125,6.263105246191401
0.2685546875,5.482974332415807
0.26953125,4.864949836942298
0.2705078125,4.461271451552588
0.271484375,4.312971649449984
0.2724609375,4.448331034094683
0.2734375,4.882199352256379
0.2744140625,5.616201598577982
0.275390625,6.639786150107953
0.2763671875,7.932012855651198
0.27734375,9.46392755945085
0.2783203125,11.201329214369569
0.279296875,13.107709360313663
0.2802734375,15.147133143192544
0.28125,17.286837015101355
0.2822265625,19.499340419171023
0.283203125,21.76390566021186
0.2841796875,24.067229305960918
0.28515625,26.403306510141853
0.2861328125,28.772472643128125
0.287109375,31.17969020679724
0.2880859375,33.63220879219768
0.2890625,36.13677760706095
0.2900390625,38.696630150376436
0.291015625,41.30848599081475
0.2919921875,43.95982330385031
0.29296875,46.62666692163538
0.2939453125,49.27211039747683
0.294921875,51.845748374555725
0.2958984375,54.28413985619572
0.296875,56.512357192333575
0.2978515625,58.44660383907473
0.298828125,59.99781077680666
0.2998046875,61.07605160738835
